controller_id,db_name,long_global_pnl,long_max_draw_down,long_max_run_up,long_total_trades,long_total_quote_volume,long_total_duration_minutes,short_global_pnl,short_max_draw_down,short_max_run_up,short_total_trades,short_total_quote_volume,short_total_duration_minutes
binance-perpetual||BOME-USDT||SWARMS-USDT||2025||isoweek11||step-0.0050_3-0010,binance_perpetual-2025-11-3-0010-batch1-2025.sqlite,11.09972921999945,-0.007616149250000146,0.011662745959999235,277,2036.6003460000002,331.25,11.627916260000758,-0.020240927529997867,0.012105593690000827,743,5248.780699999999,411.31666666666666
binance-perpetual||BOME-USDT||SWARMS-USDT||2025||isoweek11||step-0.0010_3-0010,binance_perpetual-2025-11-3-0010-batch1-2025.sqlite,11.24289988999897,-0.0074603666600001894,0.01180108979999903,277,2036.705548,331.25,11.677034510001562,-0.020306150699998093,0.012154931290001747,759,5304.063899999999,411.31666666666666
binance-perpetual||BOME-USDT||SWARMS-USDT||2025||isoweek11||step-0.0015_3-0010,binance_perpetual-2025-11-3-0010-batch1-2025.sqlite,10.881751689999128,-0.00775831356000018,0.011438992339999031,266,1995.28502,331.25,10.732696120001957,-0.020232179209997883,0.011408802000002095,731,5221.972,394.1166666666667
binance-perpetual||BOME-USDT||SWARMS-USDT||2025||isoweek11||step-0.0020_3-0010,binance_perpetual-2025-11-3-0010-batch1-2025.sqlite,11.043698529999071,-0.007613467700000197,0.011679087689999161,277,2022.8299410000002,331.25,11.70381674000027,-0.020210405159997915,0.012219222370000721,750,5317.8812,411.31666666666666
binance-perpetual||BOME-USDT||SWARMS-USDT||2025||isoweek11||step-0.0050_3-0010,binance_perpetual-2025-11-3-0010-batch1-2025.sqlite,11.09972921999945,-0.007616149250000146,0.011662745959999235,277,2036.6003460000002,331.25,11.627916260000758,-0.020240927529997867,0.012105593690000827,743,5248.780699999999,411.31666666666666
binance-perpetual||XRP-USDT||RED-USDT||2025||isoweek11||step-0.0010_3-0010,binance_perpetual-2025-11-3-0010-batch2-2025.sqlite,3.3612778799997294,-0.0032136243399998946,0.0038530697799997234,162,1135.58615,551.9,-25.646379070000272,-0.025646379070000273,0.0016323686899999957,314,2360.1837,575.85
binance-perpetual||XRP-USDT||RED-USDT||2025||isoweek11||step-0.0015_3-0010,binance_perpetual-2025-11-3-0010-batch2-2025.sqlite,3.35240353000014,-0.0032167755499998866,0.003805464810000002,164,1135.6129999999998,551.9,-28.27264409000069,-0.028829810690000655,0.0016221253400000495,326,2530.0431,580.45
binance-perpetual||XRP-USDT||RED-USDT||2025||isoweek11||step-0.0020_3-0010,binance_perpetual-2025-11-3-0010-batch2-2025.sqlite,3.3074189100001794,-0.003218052049999838,0.003796379329999973,162,1149.59065,551.9,-28.446131030000355,-0.029076976280000253,0.0015845440100000392,317,2476.1018,580.45
binance-perpetual||XRP-USDT||RED-USDT||2025||isoweek11||step-0.0050_3-0010,binance_perpetual-2025-11-3-0010-batch2-2025.sqlite,3.5204337000000447,-0.003196225039999899,0.003789195479999864,164,1122.02798,551.7833333333333,-28.414036340000237,-0.029044039340000424,0.0016199517500000385,331,2516.656,580.45
binance-perpetual||SOL-USDT||TRUMP-USDT||2025||isoweek11||step-0.0010_3-0010,binance_perpetual-2025-11-3-0010-batch2-2025.sqlite,6.273868000000017,0.0062738680000000175,0.0062738680000000175,3,500.47,525.05,1.5155179600000015,0.00022147510000001072,0.00152492140999999,61,397.05447,71.48333333333333
binance-perpetual||SOL-USDT||TRUMP-USDT||2025||isoweek11||step-0.0015_3-0010,binance_perpetual-2025-11-3-0010-batch2-2025.sqlite,6.273868000000017,0.0062738680000000175,0.0062738680000000175,3,500.47,525.05,1.5357776600000366,0.00019433662000000216,0.0015451811100000146,60,397.03546000000006,71.46666666666667
binance-perpetual||SOL-USDT||TRUMP-USDT||2025||isoweek11||step-0.0020_3-0010,binance_perpetual-2025-11-3-0010-batch2-2025.sqlite,6.273868000000017,0.0062738680000000175,0.0062738680000000175,3,500.47,525.05,1.5324013200000663,0.0002221361100000227,0.001541804770000049,64,383.21919,71.46666666666667
binance-perpetual||SOL-USDT||TRUMP-USDT||2025||isoweek11||step-0.0050_3-0010,binance_perpetual-2025-11-3-0010-batch2-2025.sqlite,6.273868000000017,0.0062738680000000175,0.0062738680000000175,3,500.47,525.05,1.5267639700000553,0.00021477625000003168,0.0015354970800000294,63,383.21483000000006,71.46666666666667
